alias,true_ent_num,matched_ent_num,matched_name,score,correct,alerted_on_sanctioned
OCEANOS JSC,29885,55728,OCEAN INC.,83.33333333333334,False,True
"OKEANOS, AO",29885,29885,"NPP PT OKEANOS, AO",74.07407407407408,True,False
"SHANGHAI FAST-FINE CHEMICALS CO., LTD.",29897,29897,"SHANGHAI CISHUN FINE CHEMICAL CO, LTD.",84.21052631578947,True,False
"SHANGHAI JUAN-CHEM.INDUSTRY CO., LTD.",29897,45402,"SHANGHAI JIA RUIDE INDUSTRY CO., LTD.",74.07407407407408,False,True
ADELABAD PRISON,29900,29900,ADEL ABAD PRISON,70.96774193548387,True,False
SHIRAZ CENTRAL PRISON,29900,29901,URMIA CENTRAL PRISON,82.92682926829268,False,True
URMIA CENTRAL PRISON,29901,29900,SHIRAZ CENTRAL PRISON,82.92682926829268,False,True
URMIA PRISON,29901,29901,URMIA CENTRAL PRISON,75.0,True,False
VAKIL ABAD PRISON,29903,29903,VAKILABAD PRISON,72.72727272727273,True,False
MASHHAD PRISON,29903,29903,MASHHAD CENTRAL PRISON,77.77777777777779,True,False
MASHHAD CENTRAL PRISON,29903,34143,ISFAHAN CENTRAL PRISON,81.81818181818181,False,True
FIRST BRANCH OF THE SHIRAZ REVOLUTIONARY COURT,29906,29906,FIRST BRANCH OF THE REVOLUTIONARY COURT OF SHIRAZ,100.0,True,False
FIRST BRANCH OF THE REVOLUTIONARY COURT OF SHIRAZ,29906,29906,FIRST BRANCH OF THE SHIRAZ REVOLUTIONARY COURT,100.0,True,False
CHOLSAN TRADING COMPANY,30082,39500,CHILSONG TRADING CORPORATION,83.87096774193549,False,True
CHOLSON LLC,30082,30082,CHOLSAN TRADING COMPANY,54.54545454545454,True,False
CHKHOLSAN,30082,,,0.0,False,False
OOO MOKRAN,30083,30083,OBSCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU MOKRAN,21.42857142857143,True,False
OBSCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU MOKRAN,30083,54628,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU A7,92.78350515463917,False,True
GNTS RF FGUP TSNIIKHM,30086,30086,FGUP TSNIIKHM,76.47058823529412,True,False
FGUP TSNIIKHM,30086,30086,"TSNIIKHM, FGUP",100.0,True,False
"TSNIIKHM, FGUP",30086,30086,FGUP TSNIIKHM,100.0,True,False
FGUP CNIIXM,30086,30086,CNIIHM,58.82352941176471,True,False
CNIIHM,30086,30086,FGUP CNIIXM,58.82352941176471,True,False
"TSENTRALNY NAUCHNO-ISSLEDOVATELSKI INSTITUT KHIMII I MEKHANIKI, FGUP",30086,46684,NUACHNO ISSLEDOVATELSKII INSTITUT TOCHNOI MEKHANIKI,76.27118644067797,False,True
DELIGHT SHIPPING CO LTD,30102,15142,MIGHAT SHIPPING COMPANY LIMITED,83.87096774193549,False,True
GRACIOUS SHIPPING CO LTD,30103,54892,CRIOS SHIPPING L.L.C,83.87096774193549,False,True
NOBLE SHIPPING CO LTD,30104,54798,NEO SHIPPING INC.,84.61538461538461,False,True
SUPREME SHIPPING CO LTD,30105,46609,STREYMOY SHIPPING LIMITED,78.78787878787878,False,True
REACH HOLDING GROUP,30106,37675,ZR GROUP SAL HOLDING,85.71428571428572,False,True
RENDA INVESTMENT HOLDING GROUP SHANGHAI CO LTD,30106,30106,"REACH HOLDING GROUP SHANGHAI CO., LTD.",77.61194029850746,True,False
REACH SHIPPING LINES,30107,30107,"REACH SHIPPING LINES HONG KONG CO., LIMITED",80.0,True,False
MORVARID PETROCHEMICAL CO,30142,26818,ARVAND PETROCHEMICAL COMPANY,85.71428571428572,False,True
ARYA SASOL POLYMER CO.,30143,30143,ARYA SASOL POLYMERS,97.2972972972973,True,False
ARYA SASOL POLYMER COMPANY,30143,30143,ARYA SASOL POLYMERS,97.2972972972973,True,False
POLYMER ARIA SASOL COMPANY,30143,30143,ARYA SASOL POLYMER CO.,94.44444444444444,True,False
ARYA SASOL POLYMERS,30143,30143,ARYA SASOL POLYMER CO.,97.2972972972973,True,False
ARYASASOL POLYMER COMPANY,30143,30143,ARYASASOL POLYMERS,97.14285714285714,True,False
ARYASASOL POLYMERS,30143,30143,ARYASASOL POLYMER COMPANY,97.14285714285714,True,False
POLIMER ARYA SAASOOL,30143,30143,ARYA SASOL POLYMER CO.,89.47368421052632,True,False
KHEITI HOLDING GROUP,30163,30163,KHITI HOLDING GROUP,97.43589743589743,True,False
KHITI HOLDING PRIVATE JSC,30163,30163,KHITI HOLDING GROUP,81.25,True,False
KHITI HOLDING COMPANY,30163,30163,KHITI HOLDING GROUP,81.25,True,False
ARFADA PETROLEUM COMPANY JSC,30204,30204,ARVADA PETROLEUM COMPANY JSC,93.75,True,False
ARVADA PETROLEUM COMPANY JSC,30204,30204,ARFADA PETROLEUM COMPANY JSC,93.75,True,False
AL-RUSAFA REFINERY COMPANY,30207,30207,AL-RESAFA REFINERY COMPANY PRIVATE JSC,93.33333333333333,True,False
COAST REFINERY COMPANY,30208,30208,COASTAL REFINERY COMPANY PRIVATE JSC,93.33333333333333,True,False
AL-SAHEL REFINERY COMPANY,30208,18290,OJSC SYZRAN REFINERY,75.86206896551724,False,True
IRTVU,30215,,,0.0,False,False
IUVM,30216,,,0.0,False,False
BAYAN RASANE GOSTAR INSTITUTE,30217,30217,BAYAN RASANEH GOSTAR INSTITUTE,98.30508474576271,True,False
BAYAN GOSTAR MEDIA INSTITUTE,30217,30217,BAYAN RASANE GOSTAR INSTITUTE,84.21052631578947,True,False
KAVIAN PETROCHEMICAL PRIVATE JOINT STOCK COMPANY,30221,40757,AMIR KABIR PETROCHEMICAL COMPANY PUBLIC JOINT STOCK,77.33333333333333,False,True
KAVIAN PETROCHEMICAL CORPORATION,30221,26818,ARVAND PETROCHEMICAL COMPANY,90.0,False,True
KAVIAN PETROCHEMICAL CO.,30221,26818,ARVAND PETROCHEMICAL COMPANY,90.0,False,True
KAVIAN PETROCHEMICAL COMMERCIAL,30221,11619,IRAN PETROCHEMICAL COMMERCIAL COMPANY,93.33333333333333,False,True
KAVIAN PETROCHEMICAL,30221,26818,ARVAND PETROCHEMICAL COMPANY,90.0,False,True
STRAIT SHIPBROKERS SINGAPORE PTE. LTD.,30222,30222,STRAIT SHIPBROKERS PTE. LTD.,78.26086956521739,True,False
AGROMADERAS ZAGAR S.A.S.,30269,11481,AGROGANADERA LOS SANTOS S.A.,60.0,False,True
GRUPO PATRON LTDA,30270,10003,GOMEZ MARIN LTDA.,66.66666666666667,False,True
HODA TRADING COMPANY,30282,54045,HAROLD TRADING L.L.C,84.61538461538461,False,True
HODA TRADING CO.,30282,54045,HAROLD TRADING L.L.C,84.61538461538461,False,True
SUSTAINABLE ELECTRONIC DEVELOPMENT,30282,30282,SUSTAINABLE ELECTRONICS DEVELOPMENT,98.55072463768117,True,False
SUSTAINABLE ELECTRONICS DEVELOPMENT,30282,30282,SUSTAINABLE ELECTRONIC DEVELOPMENT,98.55072463768117,True,False
SUSTAINABLE ELECTRONICS DEVELOPMENT COMPANY,30282,30282,SUSTAINABLE ELECTRONIC DEVELOPMENT,98.55072463768117,True,False
PROMA INDUSTRY CO.,30283,16850,"KARAT INDUSTRY CO., LTD.",78.57142857142857,False,True
"PROMA INDUSTRY CO., LTD",30283,16850,"KARAT INDUSTRY CO., LTD.",78.57142857142857,False,True
PROMA INDUSTRY COMPANY,30283,16850,"KARAT INDUSTRY CO., LTD.",78.57142857142857,False,True
"PROMA INDUSTRY COMPANY, LIMITED",30283,16850,"KARAT INDUSTRY CO., LTD.",78.57142857142857,False,True
"PROMA INDUSTRY COMPANY, LTD.",30283,16850,"KARAT INDUSTRY CO., LTD.",78.57142857142857,False,True
D.E.S. INTERNATIONAL CO. LTD.,30286,55878,GOLDEN INTERNATIONAL FZE,86.48648648648648,False,True
DES INTERNATIONAL CO.,30286,55878,GOLDEN INTERNATIONAL FZE,86.48648648648648,False,True
DES INTERNATIONAL COMPANY,30286,55878,GOLDEN INTERNATIONAL FZE,86.48648648648648,False,True
DES INTERNATIONAL,30286,55878,GOLDEN INTERNATIONAL FZE,86.48648648648648,False,True
D.E.S. INTERNATIONAL,30286,55878,GOLDEN INTERNATIONAL FZE,86.48648648648648,False,True
DES INTERNATIONAL COMPANY LIMITED,30286,55878,GOLDEN INTERNATIONAL FZE,86.48648648648648,False,True
NAZ TECHNOLOGY CORPORATION LTD,30287,49857,TAS TECHNOLOGY COMPANY LIMITED,85.71428571428572,False,True
NAZ TECHNOLOGY CO.,30287,49857,TAS TECHNOLOGY COMPANY LIMITED,85.71428571428572,False,True
NAZ TECHNOLOGY,30287,49857,TAS TECHNOLOGY COMPANY LIMITED,85.71428571428572,False,True
N.A.Z. TECHNOLOGY,30287,49857,TAS TECHNOLOGY COMPANY LIMITED,85.71428571428572,False,True
ARTIN SANAT TABAN CO,30289,30289,ARTIN SANA'AT TABAAN COMPANY,86.48648648648648,True,False
ARTIN SANAT TABAN,30289,30289,ARTIN SANA'AT TABAAN COMPANY,86.48648648648648,True,False
BONYAD MOSTAZAFAN,30346,30346,MOSTAZAFAN FOUNDATION,73.6842105263158,True,False
BONYAD MOSTAZAFAN ENGHELAB ESLAMI,30346,30346,BONYAD MOSTAZAFAN,68.0,True,False
MOSTAZAFAN FOUNDATION,30346,8107,AL-HARAMAIN FOUNDATION,75.0,False,True
MOSTASZAFAN FOUNDATION OF ISLAMIC REVOLUTION,30346,30346,ISLAMIC REVOLUTION MOSTAZAFAN FOUNDATION,98.76543209876543,True,False
THE FOUNDATION OF THE OPPRESSED,30346,49475,SPERO FOUNDATION,72.22222222222221,False,True
IRAN ELECTRONIC DEVELOPMENT,30363,30874,IRAN MOBIN ELECTRONIC DEVELOPMENT COMPANY,90.0,False,True
IRAN ELECTRONIC DEVELOPMENT CO.,30363,30874,IRAN MOBIN ELECTRONIC DEVELOPMENT COMPANY,90.0,False,True
ENERGY GOSTAR SINA COMPANY,30366,30406,PARS ENERGY GOSTAR CO.,83.33333333333334,False,True
SINA ENERGY DEVELOPMENT,30366,30406,PARS ENERGY DEVELOPMENT,86.95652173913044,False,True
SINA ENERGY DEVELOPMENT CO.,30366,30406,PARS ENERGY DEVELOPMENT,86.95652173913044,False,True
SINA PAYA SANAT GOSTARESH CO.,30367,30367,GOSTARESH PAYA SANAT SINA,100.0,True,False
SINA PAYA SANAT DEVELOPMENT COMPANY PJS,30367,30367,SINA SANAT PAYA DEVELOPMENT COMPANY,100.0,True,False
BONYAD IMPORT AND EXPORT CO,30367,18553,EKO IMPORT AND EXPORT COMPANY,81.08108108108108,False,True
PAYA SANAT SINA,30367,30367,SINA PAYA SANAT GOSTARESH CO.,75.0,True,False
GOSTARESH PAYA SANAT SINA,30367,30367,SINA PAYA SANAT GOSTARESH CO.,100.0,True,False
GOSTARESH PAYASANAT SINA HOLDING,30367,30367,SINA PAYA SANAT GOSTARESH CO.,84.21052631578947,True,False
SINA SANAT PAYA DEVELOPMENT COMPANY,30367,30367,SINA PAYA SANAT DEVELOPMENT COMPANY PJS,100.0,True,False
SANATI DOODEH FAAM COMPANY,30371,30371,SANATI DOODEH FAM CO.,97.14285714285714,True,False
DOUDEFAM INDUSTRIES SADAF COMPANY,30371,30371,DUDEH FAM INDUSTRIAL,75.55555555555556,True,False
SHERKATE DOODEH FAAM-E SADAF,30371,30371,SANATI DOODEH FAAM COMPANY,69.56521739130434,True,False
FAM INDUSTRIEL SOOT CO.,30371,53935,AZAR AB INDUSTRIES COMPANY,70.58823529411764,False,True
DUDEH FAM INDUSTRIAL,30371,30371,DOUDEFAM INDUSTRIES SADAF COMPANY,75.55555555555556,True,False
RAHNEGAR KHAVARMIYANEH PARS COMPANY,30372,30372,RAHNEGAR MIDDLE EAST PARS COMPANY,69.23076923076923,True,False
RAHNEGAR MIDDLE EAST PARS COMPANY,30372,30372,RAH NEGAR PARS MIDDLE EAST COMPANY,78.43137254901961,True,False
SHERKATE SANAYE MADANIYE KAVEH PARS,30373,35998,SHERKATE SANATI OMRANI PARS BANAYE SADR,70.27027027027026,False,True
GHOSTARESHE SANAYIE MADANI KAWEH PARS,30373,30373,SHERKATE SANAYE MADANIYE KAVEH PARS,63.888888888888886,True,False
KAVEH-PARS MINING INDUSTRIES DEVELOPMENT COMPANY,30373,25426,NATIONAL INDUSTRIES AND MINING DEVELOPMENT COMPANY,79.48717948717949,False,True
PEYVAND TEJARAT ATIYEH IRANIAN COMPANY,30375,30375,PEYVAND TEJARAT ATIEH IRANIAN COMPANY,98.30508474576271,True,False
SINA FINANCIAL & INVESTMENT HOLDING CO.,30378,55475,ORIENTAL CHARM HOLDINGS INVESTMENT LIMITED,74.62686567164178,False,True
SINA FINANCIAL AND INVESTMENT HOLDING CO.,30378,55475,ORIENTAL CHARM HOLDINGS INVESTMENT LIMITED,74.62686567164178,False,True
SINA INVESTMENT MANAGEMENT CO.,30378,55983,SKYLINE INVESTMENT MANAGEMENT PTE. LTD.,90.9090909090909,False,True
DAMAVAND MINING PUBLIC JOINT STOCK COMPANY,30379,28287,CHADORMALU MINING & INDUSTRIAL PUBLIC JOINT STOCK COMPANY,76.54320987654322,False,True
TEHRAN CEMENT PUBLIC JOINT STOCK COMPANY,30380,40801,BANK ZENIT PUBLIC JOINT STOCK COMPANY,75.40983606557377,False,True
TEHRAN CEMENT,30380,25913,SEPAHAN CEMENT,81.4814814814815,False,True
SINA PORT AND MARINE COMPANY,30381,30381,SINA PORT AND MARITIME COMPANY,88.23529411764706,True,False
SINA PORT AND MARITIME COMPANY,30381,30381,SINA PORT AND MARINE COMPANY,88.23529411764706,True,False
IRAN TIRE MANUFACTURING CO,30382,25041,IRAN TRACTOR MANUFACTURING COMPANY,85.71428571428572,False,True
IRAN TIRE CO.,30382,25237,IRANAIR,75.0,False,True
BEHRAN OIL,30383,30415,BEHRAN TRADING,66.66666666666667,False,True
BEHRAN OIL PUBLIC JOINT STOCK COMPANY,30383,40718,PUBLIC JOINT STOCK COMPANY MTS BANK,82.14285714285714,False,True
TARABARI BEYNOLMELALI TEHRAN,30384,29105,TARA STEEL TRADING GMBH,56.52173913043479,False,True
TEHRAN INTERNATIONAL TRANSPORT COMPANY,30384,41137,RAVEN INTERNATIONAL TRADE LIMITED,76.36363636363637,False,True
SANATE CHOUBE SHOMAL COMPANY,30385,30385,SHERKATE CHOOBE SHOMAAL,79.06976744186046,True,False
CHOUBE SHOMAL COMPANY,30385,30385,SANATE CHOUBE SHOMAL COMPANY,78.78787878787878,True,False
SHERKATE CHOOBE SHOMAAL,30385,30385,SANATE CHOUBE SHOMAL COMPANY,79.06976744186046,True,False
NORTH WOOD INDUSTRY CO.,30385,16852,"SINOTECH INDUSTRY CO., LTD.",72.22222222222221,False,True
KAVEH KHOZESTAN ALUMINIUM COMPANY,30386,30386,KAVE KHOZESTAN ALUMINIUM CO.,97.95918367346938,True,False
KALCO ALUMINUM COMPANY,30386,28305,IRAN ALUMINUM COMPANY,74.07407407407408,False,True
KAVEH KHOZESTAN ALUMINIUM,30386,30386,KAVE KHOZESTAN ALUMINIUM CO.,97.95918367346938,True,False
KAVE KHOZESTAN ALUMINIUM CO.,30386,30386,KAVEH KHOZESTAN ALUMINIUM COMPANY,97.95918367346938,True,False
KAVEH ALUMINUM KHUZESTAN,30386,30386,KHUZESTAN KAVEH ALUMINUM COMPANY,100.0,True,False
KHUZESTAN KAVEH ALUMINUM COMPANY,30386,30386,KAVEH ALUMINUM KHUZESTAN,100.0,True,False
SHERKAT-E MADAR-E TAKHASSOSI-YE OMRAN VA MASKAN-E IRAN,30387,30387,SHERAKATE OMRAN VA MASKAN IRAN,66.66666666666667,True,False
SHERAKATE OMRAN VA MASKAN IRAN,30387,30387,OMRAN VA MASKAN IRAN COMPANY,80.0,True,False
BONYAD MOSTAZAFAN CONSTRUCTION AND HOUSING,30387,30844,QUDS RAZAVI HOUSING AND CONSTRUCTION CO.,71.42857142857143,False,True
SINA TILES AND CERAMIC INDUSTRIAL GROUP,30388,30388,SINA TILE AND CERAMIC INDUSTRIES COMPANY,82.53968253968253,True,False
SHERKAT-E SARRAFI SINA,30389,16020,SHERKAT-E IRAN VA SHARGH,65.21739130434783,False,True
INTERNATIONAL TRADE AND TECHNOLOGY ITRITEC GMBH,30390,30390,INTERNATIONAL TRADE AND INDUSTRIAL TECHNOLOGY ITRITEC GMBH,87.35632183908046,True,False
INTERNATIONAL COMPANY FOR INDUSTRIAL AND COMMERCIAL TECHNOLOGY,30390,30390,INTERNATIONAL TRADE AND INDUSTRIAL TECHNOLOGY ITRITEC GMBH,73.6842105263158,True,False
BONYAD SHIPPING AGENCIES CO.,30391,30391,BONYAD SHIPPING AGENTS COMPANY,91.30434782608697,True,False
BONYAD SHIPPING AGENTS COMPANY,30391,30391,BONYAD SHIPPING AGENCIES CO.,91.30434782608697,True,False
SELKBAF SPINNING AND WEAVING FACTORIES,30393,30393,SELK BAF SPINNING AND WEAVING FACTORIES PRODUCTION COMPANY,77.5,True,False
SELKBAF,30393,30393,SELKBAF SPINNING AND WEAVING FACTORIES,34.14634146341463,True,False
RISANDEGI VA BAFANDEGIE SELK BAF,30393,30393,SELK BAF SPINNING AND WEAVING FACTORIES PRODUCTION COMPANY,48.71794871794872,True,False
SELK BAF SPINNING AND WEAVING FACTORIES PRODUCTION COMPANY,30393,30393,SELKBAF SPINNING AND WEAVING FACTORIES,77.5,True,False
ALIAF CO.,30394,50542,"ALIADA GROUP, INC.",47.05882352941176,False,True
SHERKAT SAHAMI ALIAF,30394,12032,SHERKAT SAHAMI KHASS KALA NAFT,76.0,False,True
ALIAF PUBLIC JOINT STOCK CO.,30394,34644,PUBLIC JOINT STOCK COMPANY ALROSA,89.79591836734694,False,True
ALIYAF CO.,30394,,,0.0,False,False
FANAVARAN SOMIC ENGINEERING AND MANAGEMENT CO,30396,30396,SOMIC ENGINEERING AND MANAGEMENT COMPANY,84.84848484848484,True,False
SOMIC MANAGEMENT AND ENGINEERING TECHNICIANS,30396,30396,SOMIC ENGINEERING AND MANAGEMENT COMPANY,82.35294117647058,True,False
SOMIC ENGINEERING AND MANAGEMENT COMPANY,30396,30396,FANAVARAN SOMIC ENGINEERING AND MANAGEMENT CO,84.84848484848484,True,False
BONRAIL COMPANY,30397,30397,BONRAILCO,87.5,True,False
BONRAIL,30397,30397,BONRAILCO,87.5,True,False
BONRAILCO,30397,30397,BONRAIL COMPANY,87.5,True,False
BONYAD EASTERN RAILWAY CO,30397,37517,FAR EASTERN BANK,63.1578947368421,False,True
BONYAD EASTERN RAILWAY,30397,37517,FAR EASTERN BANK,63.1578947368421,False,True
RAH AHAN SHARGHI CO.,30397,16477,ANSAR AL-SHARI'AH,73.33333333333334,False,True
HEJAB TEXTILE CO,30398,11301,HONG PANG TEXTILE COMPANY LIMITED,66.66666666666667,False,True
SHAHR-E KORD HIJAB TEXTILE COMPANY,30398,30398,HEJAB TEXTILE CO,61.53846153846154,True,False
BAZARGANI PISHGAMAN GOSTARESH OFOQ TEJARAT IRANIAN COMPANY,30399,30399,IRANIAN TEJARAT OFOG PISHGAMAN BAZARGANI COMPANY,86.66666666666667,True,False
PISHGAMAN HORIZON DEVELOPMENT GOSTARESH OFOQ IRANIAN BUSINESS TRADING COMPANY,30399,30399,PISHGAMAN HORIZON DEVELOPMENT IRANIAN BUSINESS TRADING COMPANY,87.8048780487805,True,False
IRANIAN TRADE HORIZON PIONEERS COMMERCIAL COMPANY,30399,27286,HAMRAHAN PISHRO TEJARAT COMMERCIAL TRADING COMPANY,65.06024096385542,False,True
IRANIAN TEJARAT OFOG PISHGAMAN BAZARGANI COMPANY,30399,30399,BAZARGANI PISHGAMAN GOSTARESH OFOQ TEJARAT IRANIAN COMPANY,86.66666666666667,True,False
SINA RAIL PARS CO,30400,30400,PARS RAIL SINA TRANSPORTATION COMPANY,65.11627906976744,True,False
SINA RAIL PARS,30400,30400,PARS RAIL SINA TRANSPORTATION COMPANY,65.11627906976744,True,False
PARS RAIL SINA TRANSPORTATION COMPANY,30400,25840,PACIFIC SHIPPING AND TRANSPORTATION LIMITED,73.33333333333334,False,True
BONYAD TOURISM AND RECREATIONAL CENTERS HOLDING COMPANY,30401,30401,PARSIAN TOURISM AND RECREATIONAL CENTERS COMPANY,78.48101265822784,True,False
"PARSIAN TOURISM, RECREATIONAL CENTERS, AND TRANSPORTATION HOLDING COMPANY",30401,30401,PARSIAN TOURISM AND RECREATIONAL CENTERS COMPANY,75.78947368421053,True,False
SHERKATE SIAAHATI VA HAML-O-NAQLE PAARSIAN,30401,12032,SHERKATE POSHTIBANI SAKHT VA TAHEIH KALAIE NAFTE TEHRAN,57.73195876288659,False,True
PAYANDAN,30402,30367,PAYA SANAT SINA,60.86956521739131,False,True
PAYANDAN CO.,30402,30367,PAYA SANAT SINA,60.86956521739131,False,True
COKE WASTE WATER REFINING CO.,30403,30403,COAL TAR REFINING COMPANY,71.42857142857143,True,False
COAL TAR REFINING CO.,30403,30403,COKE WASTE WATER REFINING CO.,71.42857142857143,True,False
PAYA SAMAN PARS COMPANY,30404,30367,SINA PAYA SANAT GOSTARESH CO.,65.0,False,True
PISHRO IRAN CO.,30405,25448,IRANO MISR,76.19047619047619,False,True
PISHRO IRAN FINANCIAL AND INVESTMENT CO. PJS,30405,30378,SINA FINANCIAL & INVESTMENT HOLDING CO.,70.76923076923076,False,True
PISHRO IRAN COMPANY,30405,25448,IRANO MISR,76.19047619047619,False,True
SHERKAT MALI OOSARMAYEH GOZARI PISHROOIRAN,30405,25915,SARMAYE GOZARI SIMAN SEPAHAN,62.857142857142854,False,True
PARS ENERGY GOSTAR DRILLING AND EXPLORATION,30406,25926,QOM ENERGY GENERATION GOSTAR,65.67164179104478,False,True
PARS ENERGY GOSTAR CO.,30406,30366,ENERGY GOSTAR SINA COMPANY,83.33333333333334,False,True
PARS ENERGY DEVELOPMENT,30406,30366,SINA ENERGY DEVELOPMENT,86.95652173913044,False,True
PARS SARRALLE,30408,30392,PARS TILE COMPANY,63.63636363636363,False,True
PARS SARRALLE EQUIPMENT INDUSTRIES COMPANY,30408,30408,SARRAYEH PARS EQUIPMENT INDUSTRIES COMPANY,94.11764705882352,True,False
SARRAYEH PARS EQUIPMENT INDUSTRIES COMPANY,30408,30408,PARS SARRALLE EQUIPMENT INDUSTRIES COMPANY,94.11764705882352,True,False
NORTH DRILLING PUBLIC JOINT STOCK COMPANY,30409,30383,BEHRAN OIL PUBLIC JOINT STOCK COMPANY,74.19354838709677,False,True
NORTH DRILLING CO,30409,51970,LLC NSH ASIA DRILLING,70.96774193548387,False,True
TALOON CO.,30410,,,0.0,False,False
TALLON COMPANY,30410,48089,CELULANDIA TALLER & STORE SLRC,23.529411764705888,False,True
RAMAN CO.,30411,12294,UR-RAMAT TRUST,42.10526315789473,False,True
DEY COMPANY,30412,,,0.0,False,False
SHERKAT-E DEY,30412,30414,SHERKATE BEH TAAM,60.0,False,True
MELLI SAKHTEMAN CO.,30413,30413,SHERKAT-E MELLI-YE SAKHTEMAN,69.76744186046511,True,False
SHERKAT-E MELLI-YE SAKHTEMAN,30413,30413,MELLI SAKHTEMAN COMPANY,69.76744186046511,True,False
BEH TAM RAVANKAR COMPANY,30414,,,0.0,False,False
BEH TAM COMPANY,30414,,,0.0,False,False
SHERKATE BEH TAAM,30414,30385,SHERKATE CHOOBE SHOMAAL,70.0,False,True
BEHRAN TRADING,30415,13110,BEHINEH TRADING,82.75862068965517,False,True
TABCHEM CHEMICAL INDUSTRIES COMPANY PRIVATE COMPANY,30416,10887,PARCHIN CHEMICAL INDUSTRIES,85.18518518518519,False,True
TURRIRA COMPANY,30417,,,0.0,False,False
TURIRA INDUSTRIAL PRODUCTS AND TRADE LIMITED COMPANY,30417,43072,TULA INDUSTRIAL RUBBER PRODUCTS PLANT,75.36231884057972,False,True
TURIRA SANAYI VE TICARET LIMITED SIRKETI ANA SOZLESMESI,30417,36078,SOMAS ENERJI SANAYI VE TICARET ANONIM SIRKETI,71.73913043478262,False,True
TURIRA ENDUSTRIYEL URUNLER VE TICARET LIMITED SIRKETI,30417,48301,KLAS KIMYASAL URUNLER TICARET LIMITED SIRKETI,65.85365853658536,False,True
KAVEH SHARGH STEEL COMPANY,30418,28286,SOUTH KAVEH STEEL COMPANY,80.0,False,True
KAVEH EAST STEEL COMPANY,30418,30419,ARVAND KAVEH STEEL CO.,76.47058823529412,False,True
EX-CLE C.A.,30421,,,0.0,False,False
SORAN COMPANY,30464,11167,SORAQIA FOR MEDIA AND BROADCASTING,25.806451612903224,False,True
LIA CO L.L.C.,30465,,,0.0,False,False
CHINA NATIONAL ELECTRONICS IMPORT AND EXPORT CORPORATION,30502,30502,CHINA NATIONAL ELECTRONIC IMPORT-EXPORT COMPANY,98.73417721518987,True,False
CHINA NATIONAL ELECTRONIC IMPORT-EXPORT COMPANY,30502,30502,CHINA NATIONAL ELECTRONICS IMPORT AND EXPORT CORPORATION,98.73417721518987,True,False
FORWARDERZ,30518,56327,HYSA FORWARDERS S.A. DE C.V.,64.28571428571428,False,True
FRESH AIR FARM HOUSE KARACHI,30523,30523,FRESH AIR FARM HOUSE,83.33333333333334,True,False
MINSK GUVD,30546,30547,MINSK OMON,50.0,False,True
THE GENERAL DIRECTORATE OF INTERNAL AFFAIRS OF MINSK CITY EXECUTIVE COMMITTEE,30546,30546,MAIN INTERNAL AFFAIRS DIRECTORATE OF THE MINSK CITY EXECUTIVE COMMITTEE,90.07633587786259,True,False
GLAVNOYE UPRAVLENIE VNUTRENNIKH DEL MINSKOVO GORISPOLKOMA,30546,41027,GLAVNOYE UPRAVLENIE GLUBOKOVODNYKH ISSLEDOVANII,58.00000000000001,False,True
MINSK OMON,30547,30546,MINSK GUVD,50.0,False,True
MINSK SPECIAL PURPOSE MOBILE UNIT,30547,30547,MINSK SPECIAL PURPOSE POLICE UNIT,90.9090909090909,True,False
MINSK SPECIAL TASK POLICE FORCE,30547,34100,IRANIAN SPECIAL POLICE FORCES,76.66666666666666,False,True
MINSK OTRYAD MILITSII OSOBOVO NAZNACHENIYA,30547,41318,OAO MINSKI AVTOMOBILNYI ZAVOD,47.76119402985075,False,True
TOVARYSTVO Z OBMEZHENOYU VIDPOVIDALNISTYU FIDES SHYP MENEDZHMENT,30548,22945,TOVARYSTVO Z OBMEZHENOYU VIDPOVIDALNISTYU 'DART',80.0,False,True
SHAHID MEISAMI RESEARCH COMPLEX,30562,23432,SHAHID ESLAMI RESEARCH CENTER,80.0,False,True
SHAHID MOYASAMI COMPLEX,30562,30562,SHAHID MEISAMI RESEARCH COMPLEX,74.07407407407408,True,False
KURCHALOI DISTRICT BRANCH OF THE MVD OF RUSSIA,30602,30602,KURCHALOI DISTRICT MVD BRANCH,89.23076923076923,True,False
KURCHALOI OMVD,30602,30602,KURCHALOI ROVD,92.85714285714286,True,False
KURCHALOI ROVD,30602,30602,KURCHALOI OMVD,92.85714285714286,True,False
KURCHALOI DISTRICT MVD BRANCH,30602,30602,KURCHALOI DISTRICT BRANCH OF THE MVD OF RUSSIA,89.23076923076923,True,False
KURCHALOI DISTRICT POLICE DEPARTMENT,30602,30602,KURCHALOYEVSKY DISTRICT POLICE DEPARTMENT,90.9090909090909,True,False
MINISTRY OF INTERNAL AFFAIRS IN KURCHALOYEVSKY DISTRICT,30602,30602,KURCHALOY DIVISION OF THE RUSSIAN MINISTRY OF INTERNAL AFFAIRS,78.84615384615384,True,False
KURCHALOYEVSKY DISTRICT POLICE DEPARTMENT,30602,30602,KURCHALOI DISTRICT POLICE DEPARTMENT,90.9090909090909,True,False
KURCHALOYEVSKY POLICE DEPARTMENT,30602,30602,KURCHALOY POLICE DEPARTMENT,91.52542372881356,True,False
